idx,songname,writer,Songname
23729,my love my fate,卫兰,My_love_my_fate
23730,尘埃落定,liangdong,CALD
23731,字母歌 Alphabet Song （卡农风格）,儿歌,ZMG_Alphabet_Song__KNFG_
23732,Solitude（坂本龙一）,坂本龙一,Solitude__BLY_
23733,Hokages_Funeral(火影),火影忍者,Hokages_Funeral_HY_
23734,蜡笔小新背景音乐,蜡笔小新,LBXXBJYL
23735,平安夜,FRANZ GRUBER,PAY
23736,千本.+BAD APPLE,叶语,QB__BAD_APPLE
23737,空之轨迹FC ED6513,游戏,KZGJFC_ED6513
23738,平凡之路（后会无期 主题曲）,朴树,PFZL_HHWQ_ZTQ_
23739,虫儿飞,郑伊健,CEF
23740,安妮的仙境（伴奏版）,班得瑞,ANDXJ_BZB_
23741,远方,S.H.E,YF
23742,约翰.汤普森现代钢琴教程2（大汤2）_13快速的游戏,约翰.汤普森,YH_TPSXDGQJC2_DT2__13KSDYX
23743,[十六夜D夜]Night of Nights,动漫影视,SLYDY_Night_of_Nights
23744,彩虹（弹唱版，选自2007年专辑《我很忙》）,周杰伦,CH_DCB_XZ2007NZJ_WHM__
23745,黑猫第19集钢琴曲,黑猫,HMD19JGQQ
23746,巫女桔梗,犬夜叉,WNJG
23747,D大调音阶 考级,考级曲目,DDDYJ_KJ
23748,懂你,满文军,DN
23749,月光传说,动漫影视,YGCS
23750,get over,dream,Get_over
23751,昨迟人,许志安,ZCR
23752,你是我的一滴泪,苏有朋,NSWDYDL
23753,君がいるから（FFXIIIテ`マソンゲ）,最终幻想,J______FFXIII_______
23754,魂斗罗-韦昌宜版,游戏,HDL_WCYB
23755,约翰.汤普森简易钢琴教程2（小汤2）_25自新大陆交响曲,约翰 . 汤普森,YH_TPSJYGQJC2_XT2__25ZXDLJXQ
23756,有没有人告诉你,陈楚生,YMYRGSN
23757,甜蜜童话屋（为神奇音乐工作室－音乐亲子班键盘启蒙而作）,未知,TMTHW_WSQYLGZS_YLQZBJPQMEZ_
23758,珍珠港主题曲（there you'll be),影视,ZZGZTQ_there_you_ll_be_
23759,纯真,五月天 梁静茹,CZ
23760,理想情人-天使～Angelina版,杨丞琳,LXQR_TS_AngelinaB
23761,樱花,未知,YH
23762,心动-musicfish编配版,林晓培,XD_musicfishBPB
23763,明天会更好（小悦悦版）,罗大佑,MTHGH_XYYB_
23764,会呼吸的痛,梁静茹,HHXDT
23765,白月光-独奏版,张信哲,BYG_DZB
23766,你不知道的事,王力宏,NBZDDS
23767,无条件为你,梁静茹,WTJWN
23768,唯爱,唯爱BN,WA
23769,小小蚂蚁,佚名,XXMY
23770,Nothing Better,郑烨,Nothing_Better
23771,Autumn Leaves（落叶）（3）,林文信,Autumn_Leaves_LY__3_
23772,shissou-《樱兰高校男公关部》插曲,影视,Shissou__YLGXNGGB_CQ
23773,因为爱所以爱,谢霆锋,YWASYA
23774,车尔尼849练习曲（钢琴流畅练习曲）NO.18,车尔尼,CEN849LXQ_GQLCLXQ_NO_18
23775,【I Believe】原版钢琴独奏,孙楠,I_Believe_YBGQDZ
23776,乡愁-溅泪版,理查德·克莱德曼,XC_JLB
23777,Theme of Love-最终幻想4,最终幻想,Theme_of_Love_ZZHX4
23778,旅行,许魏,LX
23779,B大调音阶 考级,考级曲目,BDDYJ_KJ
23780,跨时代（选自2010年专辑《跨时代》）,周杰伦,KSD_XZ2010NZJ_KSD__
23781,@の木になろう,AKB48,M____
23782,Journey - 弹唱版,张韶涵,Journey___DCB
23783,古剑奇谭之凤尾丝竹,影视,GJQTZFWSZ
23784,日月（TVB《大太监》主题曲）,黎耀祥；胡定欣,RY_TVB_DTJ_ZTQ_
23785,拜厄钢琴基本教程 NO.25（拜厄练习曲，第25条）,拜厄,BEGQJBJC_NO_25_BELXQ_D25T_
23786,为了你,冬季恋歌,WLN
23787,D大调小步舞曲（四川省社会艺术水平考级）,莫扎特,DDDXBWQ_SCSSHYSSPKJ_
23788,click入黄金屋钢琴插曲,影视,ClickRHJWGQCQ
23789,二十年后再相会,谷建芬,ESNHZXH
23790,舞剧《红色娘子军》之“军民一家亲”,杜鸣心,WJ_HSNZJ_Z_JMYJQ_
23791,四季之歌,影视,SJZG
23792,美少女战士1 变身 make up！！,动漫影视,MSNZS1_BS_make_up__
23793,素敌だね,最终幻想,SD__
23794,瑶山夜歌纯伴奏,，，，,YSYGCBZ
23795,suddenly ,城市猎人,Suddenly_
23796,春江花月夜-随风版,中国名曲,CJHYY_SFB
23797,哪里的风,新还珠格格,NLDF
23798,邮递马车,大宝,YDMC
23799,出走,许廷铿,CZ
23800,杰奎琳之泪 大提琴独奏,杰奎琳杜普雷,JKLZL_DTQDZ
23801,无词歌-失去的幸福,门德尔松,WCG_SQDXF
23802,故宫的回忆,S.E.N.S,GGDHY
23803,大约在冬季,齐秦,DYZDJ
23804,龙猫 ,弗兰克,LM_
23805,小草,中国名曲,XC
23806,secrets（魔法师的学徒主题曲）,One Republic,Secrets_MFSDXTZTQ_
23807,Love To Be Loved By You-（C大调版）,Marc Terenzi,Love_To_Be_Loved_By_You__CDDB_
23808,为我们圣婴孩诞降.（For unto us a child is born）,亨德尔,WWMSYHDJ__For_unto_us_a_child_is_born_
23809,贝多芬第七交响曲第四乐章钢琴改编版,贝多芬,BDFDQJXQDSLZGQGBB
23810,魔王-李斯特改变舒伯特曲,舒伯特,MW_LSTGBSBTQ
23811,Carry On（韩剧信义片尾曲，钢琴版）,Ali,Carry_On_HJXYPWQ_GQB_
23812,Flower Dance,DJ Okawari,Flower_Dance
23813,比较大的大提琴（周杰伦十二新作，独奏版）,周杰伦,BJDDDTQ_ZJLSEXZ_DZB_
23814,约翰.汤普森简易钢琴教程1（小汤1）_27公主圆舞曲,约翰 . 汤普森,YH_TPSJYGQJC1_XT1__27GZYWQ
23815,我爱你中国,中国名曲,WANZG
23816,听妈妈的话（选自2006年专辑《依然范特西》）,周杰伦,TMMDH_XZ2006NZJ_YRFTX__
23817,克罗地亚狂想曲（马克希姆钢琴曲集）,马克希姆,KLDYKXQ_MKXMGQQJ_
23818,浏阳河（钢琴基础教程1）,中国名曲,YH_GQJCJC1_
23819,我是歌手 第三季,我是歌手,WSGS_DSJ
23820,爱要坦荡荡（C调，钢琴演奏版）,丁丁,AYTDD_CD_GQYZB_
23821,祭奠之歌,动漫影视,JDZG
23822,十分爱,张敬轩,SFA
23823,The Truth That You Leave（Deemo 游戏歌曲）,pianoboy,The_Truth_That_You_Leave_Deemo_YXGQ_
23824,Lalas-lullaby,驱魔少年,Lalas_lullaby
23825,うたかた花火钢琴伴奏弹唱,火影忍者,HHGQBZDC
23826,时间像小马车,儿歌,SJXXMC
23827,练习曲 三级I 江苏省音乐考级曲目,勒士豪恩,LXQ_SJI_JSSYLKJQM
23828,西班牙舞曲,肖斯塔科维奇,XBYWQ
23829,橘子汽水,南拳妈妈,ZQS
23830,花びらの刻（薄樱鬼随想录OP）,动漫影视,H___K_BYGSXLOP_
23831,约翰.汤普森简易钢琴教程5（小汤5）-春之歌,约翰.汤普森,YH_TPSJYGQJC5_XT5__CZG
23832,美国巡逻兵,米柴姆 曲,MGXLB
23833,可爱的蓝精灵,动漫影视,KADLJL
23834,C大调 a小调音阶,哈农,CDD_aXDYJ
23835,零之轨迹 とどいた想い,动漫影视,LZGJ_____X_
23836,小步舞曲1,巴赫,XBWQ1
23837,水晶鞋,bluegate,SJX
23838,国境之南（原版）,范逸臣,GJZN_YB_
23839,记事本,周传雄,JSB
23840,有一种爱叫做放手（完美版）,阿木,YYZAJZFS_WMB_
23841,吻别-(正式原调版),张学友,WB__ZSYDB_
23842,D大调分解和弦 考级,考级曲目,DDDFJHX_KJ
23843,溜冰圆舞曲,瓦尔托菲尔,LBYWQ
23844,黑蔷薇组曲⒋暗夜之舞姬,aqtq314,HQ_ZQ_AYZWJ
23845,好想告诉你（君に届け）Season2 OP- 爽风（单手版）,动漫影视,HXGSN_J_J__Season2_OP__SF_DSB_
23846,数码宝贝 - A long time ago,数码宝贝,SMBB___A_long_time_ago
23847,小托卡塔,卡巴列夫斯基曲,XTKT
23848,A Princess Of Goguryeo 高句丽公主（The Daydream.白日梦 选自白日梦3《一棵开花的树》）,The Daydream.白日梦,A_Princess_Of_Goguryeo_GJLGZ_The_Daydream_BRM_XZBRM3_YKKHDS__
23849,伤感钢琴,世界名曲,SGGQ
23850,越单纯越幸福,王筝,YDCYXF
23851,新世纪的新一代,刘磬声,XSJDXYD
23852,奏鸣曲 Sonatas K545,莫扎特,ZMQ_Sonatas_K545
23853,值日生歌,林玲,ZRSG
23854,绣红旗,影视,XHQ
23855,天堂（林海《猫》）,林海,TT_LH_M__
23856,旅情,久石让,LQ
23857,月光（徐良）,徐良,YG_XL_
23858,最后一次,17岁女生,ZHYC
23859,车尔尼849练习曲（钢琴流畅练习曲）NO.21,车尔尼,CEN849LXQ_GQLCLXQ_NO_21
23860,《稻香》旋律歌谱,周杰伦,DX_XLGP
23861,拯救（钢琴版，孙楠）,孙楠,ZJ_GQB_S__
23862,花灯,钢琴基础教程,HD
23863,[东方红魔乡]上海t茶^～Chinese Tea,动漫影视,DFHMX_SHtC__Chinese_Tea
23864,C大调音阶 考级,考级曲目,CDDYJ_KJ
23865,sing sing sing ,LOUIS PRIMA ,Sing_sing_sing_
23866,巴赫G小调赋格BWV578,巴赫,BHGXDFGBWV578
23867,omake-pfadlib,泽野弘之,Omake_pfadlib
23868,枕上书 （董贞 ）,董贞 ,ZSS__DZ__
23869,魔兽世界World of Warcraft-Karazhan,魔兽世界,MSSJWorld_of_Warcraft_Karazhan
23870,匿名的好友 杨丞琳 吴凌云编曲版最好的版本,杨丞琳,NMDHY_Y_L_WLYBQBZHDBB
23871,国际歌,皮埃尔·狄盖,GJG
23872,Shall We Talk-优化版,阿杜,Shall_We_Talk_YHB
23873,灰姑娘的姐姐 插曲《minor waltz》抒情精曲,韩日剧,HGNDJJ_CQ_minor_waltz_SQJQ
23874,Chopin.肖邦 练习曲 Op.10 No.2 猜疑,Chopin.肖邦,Chopin_XB_LXQ_Op_10_No_2_CY
23875,C大调三度音阶 考级,上海市钢琴考试定级曲目（2013版）,CDDSDYJ_KJ
23876,wave,Antonio Carlos Jobim,Wave
23877,缺氧,杨丞琳,QY
23878,斗琴第二首《不能说的秘密》,周杰伦,DQDES_BNSDMM_
23879,冬阳（林海《城南旧事》）,林海,DY_LH_CNJS__
23880,植物大战僵尸五场景音乐白天更新版,植物大战僵尸,ZWDZJSWCJYLBTGXB
23881,Song For Friends..Little Busters!插入曲(BGM),麻枝准,Song_For_Friends__Little_Busters_CRQ_BGM_
23882,[东方红魔乡]U.N.オ`エンは彼女なのか,动漫影视,DFHMX_U_N______BN___
23883,夜曲（苗波版）,周杰伦,YQ_MBB_
23884,四季·夏-（小提琴/钢琴）,维瓦尔第,SJ_X__XTQ_GQ_
23885,古筝曲,齐少凡,G_Q
23886,发现爱,林俊杰,FXA
23887,车尔尼599 NO.96,车尔尼,CEN599_NO_96
23888,卡门序曲,比才-Bizet,KMXQ
23889,回故乡,赞美诗,HGX
23890,小星星变奏曲,莫扎特,XXXBZQ
23891,不了了之,冰淇,BLLZ
23892,祖国，慈祥的母亲,中国名曲,ZG_CXDMQ
23893,《罪人》罪恶王冠,罪恶王冠,ZR_ZEWG
23894,嘎达梅林,廖昌永,GDML
23895,梦一场（伴奏）,那英,MYC_BZ_
23896,哎呦 妈妈,世界名曲,A__MM
23897,Wind,Brian Crain,Wind
23898,明天你是否依然爱我,童安格,MTNSFYRAW
23899,あいぞめ--《地狱少女二笼》片尾曲,动漫影视,DYSNEL_PWQ
23900,Ben（迈克尔.杰克逊 Michael Jackson）,迈克尔.杰克逊 Michael Jackson,Ben_MKE_JKX_Michael_Jackson_
23901,约定 周蕙,周蕙,YD_Z_
23902,织毛衣,某某,ZMY
23903,马戏团--跳猴子,游戏,MXT__THZ
23904,再见,文武贝,ZJ
23905,Evangelion《The Beast》钢琴版,动漫影视,Evangelion_The_Beast_GQB
23906,秘を求めて（怪物猎人P3村庄音乐）,牧野忠义,M_Q___GWLRP3CZYL_
23907,来自密境（初雪的喜悦）,windyoption,LZMJ_CXDXY_
23908,梦中的婚礼（无升降号简单版）,理查德克莱德曼,MZDHL_WSJHJDB_
23909,You Can't Say.别这么说（ 韩剧《爱上女主播》主题曲 陈冠宇）,陈冠宇,You_Can_t_Say_BZMS__HJ_ASNZB_ZTQ_CGY_
23910,我们美丽的祖国,林姚,WMMLDZG
23911,nina,城市猎人,Nina
23912,Flight of the Bumble Bee,Nikolai Rimsky-Korsakov,Flight_of_the_Bumble_Bee
23913,车尔尼299 No.03,车尔尼,CEN299_No_03
23914,雪儿达娃（电影红河谷片段）,影视金曲,XEDW_DYHHGPD_
23915,鸠玖老师改的《钟》我在改,李斯特,JLSGD_Z_WZG
23916,毕业歌,windtsao,BYG
23917,狮子座,曾轶可,SZZ
23918,吉普赛回旋曲-超简单版,海顿,JPSHXQ_CJDB
23919,恋色空,恋色空,LSK
23920,二胡阳炎之千秋恋歌（月阳炎）,伊福部昭,EHYYZQQLG_YYY_
23921,霍比特人3主题曲 The Last Goodbye,Billy Boyd,HBTR3ZTQ_The_Last_Goodbye
23922,幽默曲（钢琴版，安东尼.德沃夏克）,安东尼.德沃夏克,YMQ_GQB_ADN_DWXK_
23923,Try（电影名扬四海插曲，弹唱版）,Asher Book,Try_DYMYSHCQ_DCB_
23924,秋叶 文武贝,文武贝,QY_WWB
23925,菊花台（钢琴独奏版）,周杰伦,JHT_GQDZB_
23926,少女的祈祷（带指法）,巴达尔切夫斯卡,SNDQD_DZF_
23927,加勒比海盗主题曲（钢琴独奏，简易版）,未知,JLBHDZTQ_GQDZ_JYB_
23928,快把叶湘伦爸爸弹哭的曲子（不能说的秘密20首钢琴谱精品集，周杰伦）,周杰伦,KBYXLBBDKDQZ_BNSDMM20SGQPJPJ_ZJL_
23929,梦幻曲（舒曼）,舒曼,MHQ_SM_
23930,夜的钢琴曲五（原版，石进）,石进,YDGQQW_YB_SJ_
23931,Love To Be Loved By You,Marc Terenzi,Love_To_Be_Loved_By_You
23932,我的祖国,郭兰英,WDZG
23933,难忘今宵,中国名曲,NWJX
23934,Forbidden Love,Madonna,Forbidden_Love
23935,小熊舞曲,萧硕贺,XXWQ
23936,降E大调离别曲,薄书艺,JEDDLBQ
23937,恶魔城晓月圆舞曲-荒城回廊,动漫影视,EMCXYYWQ_HCHL
23938,恶魔城经典钢琴曲,影视,EMCJDGQQ
23939,爱的天国,王心凌,ADTG
23940,木偶的舞蹈（上音协考级曲9级）,马蒂努,MODWD_SYXKJQ9J_
23941,星屑ユ`トピア,初音未来,XX_____
23942,童话（总谱）,光良,TH_ZP_
23943,世上只有,容祖儿,SSZY
23944,青春修炼手册(C调),TSBOYS,QCXLSC_CD_
23945,水蓝色星球,黄永灿,SLSXQ
23946,Solfeggietto in C minor(附指法),C.P.E.Bach,Solfeggietto_in_C_minor_FZF_
23947,Waving Flag（纯属娱乐）,KNaan,Waving_Flag_CSYL_
23948,Theme of SSS,angel beats!,Theme_of_SSS
23949,《小蜜蜂》沈冰然 词   竟恩源 曲,竟恩源,XMF_SBR_C___JEY_Q
23950,SECRET（不能说的秘密，鸠玖版）,周杰伦,SECRET_BNSDMM__JB_
23951,客官不可以,徐良,KGBKY
23952,重新开始-千与千寻原声,久石让,ZXKS_QYQXYS
23953,My beautiful sunshine,陈志浩 Joe Chan,My_beautiful_sunshine
23954,猪八戒背媳妇,影视,ZBJBXF
23955,My All ,滨崎步,My_All_
23956,优雅的盛开吧！墨染的樱花,动漫影视,YYDSKB_MRDYH
23957,绵雪（《冬》）,深町 纯,MX__D__
23958,Leaving Netherfield傲慢与偏见插曲,影视,Leaving_NetherfieldAMYPJCQ
23959,疯狂的卡农,帕赫贝尔-Pachelbel,FKDKN
23960,五月天,五月天,WYT
23961,欢乐斗地主-2（四手联弹）,游戏,HLDDZ_2_SSLD_
23962,G大调小步舞曲,贝多芬-beethoven,GDDXBWQ
23963,橄榄树,保罗 莫利哀,S
23964,潘朵拉之心（第一集结束时的背景音乐）,未知,PDLZX_DYJJSSDBJYL_
23965,only love,张学友,Only_love
23966,拜厄钢琴基本教程 NO.33（拜厄练习曲，第33条）,拜厄,BEGQJBJC_NO_33_BELXQ_D33T_
23967,臆病者 蔷薇少女,动漫影视,YBZ_Q_SN
23968,月光奏鸣曲第三乐章,贝多芬-beethoven,YGZMQDSLZ
23969,第一钢琴协奏曲第二乐章“罗曼查”,韩日剧,DYGQXZQDELZ_LMC_
23970,c小调前奏曲,巴赫-P.E.Bach,CXDQZQ
23971,水仙花圆舞曲,弗朗克林,SXHYWQ
23972,6-琶音 -c小调减七和弦琶音 考级,考级曲目,PY__cXDJQHXPY_KJ
23973,我们的纪念册,Twins,WMDJNC
23974,口袋妖怪 桧皮镇 BGM,游戏,KDYG__PZ_BGM
23975,等风的日子 标准版,kanon,DFDRZ_BZB
23976,天鹅（理查德·克莱德曼钢琴谱合集）,理查德·克莱德曼,TE_LCD_KLDMGQPHJ_
23977,The truth that you leave,pianoboy,The_truth_that_you_leave
23978,can you feel my world 弹唱谱,王力宏,Can_you_feel_my_world_DCP
23979,爱的钢琴曲7  黑白键之恋,蛤蟆爱天鹅08,ADGQQ7__HBJZL
23980,7-圆舞曲 Op.70 No.2 肖邦,肖邦,YWQ_Op_70_No_2_XB
23981,上海音协2013五级考级曲-D大调吉格,胡梅尔,SHYX2013WJKJQ_DDDJG
23982,车尔尼299 No.10,车尔尼,CEN299_No_10
23983,它来到晴朗的午夜（It Came Upon The Midnight Clear）,圣诞歌曲,TLDQLDWY_It_Came_Upon_The_Midnight_Clear_
23984,拉拉主题曲,理查德.克莱德曼,LLZTQ
23985,CCTV13 新闻频道新版天气预告背景音乐,中央电视台,CCTV13_XWPDXBTQYGBJYL
23986,不痛-《裸婚时代》插曲,樊凡,BT__LHSD_CQ
23987,Entrance（Deemo 游戏歌曲）,ICE,Entrance_Deemo_YXGQ_
23988,外国儿童歌曲钢琴曲集111首(111 在路旁),未知,WGETGQGQQJ111S_111_ZLP_
23989,约定（往事如烟——钢琴怀旧金曲50首）,周惠,YD_WSRY__GQHJJQ50S_
23990,情书不包邮（后弦）,后弦,QSBBY_HX_
23991,外国儿童歌曲钢琴曲集111首(012 春之歌),未知,WGETGQGQQJ111S_012_CZG_
23992,瞳のこたえ 神幻拍档 重新制作,动漫影视,T_____SHPD_ZXZZ
23993,小星星主题变奏-左手练习曲,summer19880623,XXXZTBZ_ZSLXQ
23994,逐梦令,周杰伦,ZML
23995,巧技练习曲op72 no7,莫什科夫斯基-Moszkowski,QJLXQop72_no7
23996,Memory,湛蓝回忆,Memory
23997,矜持-钢琴演奏版,王菲,C_GQYZB
23998,春天在哪里,郑方华,CTZNL
23999,Not so far away,仙境传说,Not_so_far_away
24000,日本经典游戏背景音乐,游戏,RBJDYXBJYL
24001,字母歌,小小虫,ZMG
24002,怀念的山谷,理查德.克莱德曼,HNDSG
24003,化蝶..梁祝尾声 ,199461431,HD__LZWS_
24004,爱乘以无限大,元若蓝,ACYWXD
24005,死了都要爱-伴奏,信乐团,SLDYA_BZ
24006,我需要你耶稣,赞美之泉,WXYNY_
24007,在你身边,陈奕迅,ZNSB
24008,突然发生的爱情（东京爱情故事主题曲，白十字）,小田和正,TRFSDAQ_DJAQGSZTQ_BSZ_
24009,我这样爱你,黎明,WZYAN
24010,I'm Here（悠久之翼第一季ED）,天门,I_m_Here_YJZYDYJED_
24011,恋色空 （WHITE ALBUM）,Beattles,LSK__WHITE_ALBUM_
24012,匈牙利狂想曲第12号（Yip骏版）,李斯特,XYLKXQD12H_YipJB_
24013,i no ri（西村由纪江）,西村由纪江,I_no_ri_XCYJJ_
24014,灼眼的夏娜－赤い(唯美演奏),动漫影视,ZYDXN_C__WMYZ_
24015,Can you celebrate 安室奈美惠,安室奈美惠,Can_you_celebrate_ASNMH
24016,No  Apologize（HIP HOP版）,未知,No__Apologize_HIP_HOPB_
24017,9-降D大调练习曲（上音协9级）,莫什科夫斯基,JDDDLXQ_SYX9J_
24018,Kong-侧田—Lacus版,侧田,Kong_CT_LacusB
24019,.のような恋でした(相恋如樱)-初音未来/Ceui/镜音Lenka,初音未来/Ceui/镜音Lenka,L____XLRY__CYWL_Ceui_JYLenka
24020,KISS THE RAIN（适合一般人演奏版）,李闰珉,KISS_THE_RAIN_SHYBRYZB_
24021,07.不可避(Inevitabilis)（魔法少女小圆OST Vol.2）,魔法少女小圆,BKB_Inevitabilis__MFSNXYOST_Vol_2_
24022,霍洛维兹卡门幻想曲（1927，1968）,比才-Bizet,HLWZKMHXQ_1927_1968_
24023,日出晨安,班得瑞-Bandari,RCCA
24024,卡农（我的野蛮女友的插曲）,未知,KN_WDYMNYDCQ_
24025,The Blue Danube,施特劳斯-Johann Strauss,The_Blue_Danube
24026,四季·春,维瓦尔第,SJ_C
24027,夜曲（弹唱版，选自2005年专辑《十一月的肖邦》）,周杰伦,YQ_DCB_XZ2005NZJ_SYYDXB__
24028,戒指 .. (Banji) / Tiffany（少女时代）Haru 一日物语 Part. 2插曲, Tiffany（少女时代）,JZ_____Banji____Tiffany_SNSD_Haru_YRWY_Part__2CQ
24029,我看见（钢琴伴奏谱，张信哲）,张信哲,WKJ_GQBZP_ZXZ_
24030,左半边翅膀,许飞,ZBBCB
24031,海阔天空（演奏版）,Beyond,HKTK_YZB_
24032,夜的钢琴曲三十三（花的微笑，石进）,石进,YDGQQSSS_HDWX_SJ_
24033,魂斗罗,游戏,HDL
24034,Casablanca（卡萨布兰卡）,贝特.希金斯,Casablanca_KSBLK_
24035,遥远的她（张学友14首钢琴曲合集）,张学友,YYDT_ZXY14SGQQHJ_
24036,约翰.汤普森简易钢琴教程2（小汤2）_10三只瞎老鼠,约翰.汤普森,YH_TPSJYGQJC2_XT2__10SZXLS
24037,世界第一的公主殿下,初音未来,SJDYDGZDX
24038,孩子们的哈农琴谱完整版(基本练习（1、2、4、5指）-1),未知,HZMDHNQPWZB_JBLX_1_2_4_5Z__1_
24039,像今天一样的眼泪（来自星星的你OST 6）,许阁,XJTYYDYL_LZXXDNOST_6_
24040,小燕子（钢琴即兴伴奏）,儿童歌曲,XYZ_GQJXBZ_
24041,天降之物-ありがとう,天降之物,TJZW______
24042,Chaconne.夏康舞（Yiruma.李闰珉《From The Yellow Room》）,Yiruma.李闰珉,Chaconne_XKW_Yiruma_LR__From_The_Yellow_Room__
24043,解放区的天 简单版,王建中,JFQDT_JDB
24044,第一片雪花-简易版,班得瑞-Bandari,DYPXH_JYB
24045,不再见（小时代3：刺金时代主题曲）,陈学冬,BZJ_XSD3_CJSDZTQ_
24046,故乡情,程琳,GXQ
24047,kiss the rain 修改版,Yiruma,Kiss_the_rain_XGB
24048,约翰.汤普森现代钢琴教程1（大汤1）_13爬城墙,约翰.汤普森,YH_TPSXDGQJC1_DT1__13PCQ
24049,拜厄钢琴基础教程-049-民歌,拜厄,BEGQJCJC_049_MG
24050,痛苦的心-zhoucong009上传版,理查德.克莱德曼,TKDX_zhoucong009SCB
24051,龙猫-leeyang521版,久石让,LM_leeyang521B
24052,愿意回到我身边吗（电视剧《悲伤恋歌》插曲）,佚名,YYHDWSBM_DSJ_BSLG_CQ_
24053,古巴鸡尾酒 mojito,马克西姆-Maksim·Mrvica,GBJWJ_mojito
24054,FC游戏《碰碰车》音乐,FC游戏,FCYX_PPC_YL
24055,花香,许绍洋,HX
24056,Perhaps Love -宫－我的野蛮王妃,动漫影视,Perhaps_Love__G_WDYMW_
24057,Beyond the Sundial,Kevin Kern,Beyond_the_Sundial
24058,存在-Clannad,动漫影视,CZ_Clannad
24059,辛德勒的名单-何爱媛,约翰.威廉斯,XDLDMD_HA_
24060,樱华月-DJMAX_Beatmania_O2Jam_VOS,动漫影视,YHY_DJMAX_Beatmania_O2Jam_VOS
24061,东京残响 ED -   .か、海を。,Aimer,DJCX_ED________H__
24062,边疆的泉水清又纯,李谷一,BJDQSQYC
24063,柯南插曲 兰的决意 瞎编版,名侦探柯南,KNCQ_LDJY_XBB
24064,FC赤影战士音乐全集（钢琴版）,游戏,FCCYZSYLQJ_GQB_
24065,My Dearest （罪恶王冠OP）,supercell,My_Dearest__ZEWGOP_
24066,星星小夜曲-带指法(已删除),塞内维尔,XXXYQ_DZF_YSC_
24067,【鬼畜】表里lovers,初音ミク,GX_BLlovers
24068,车尔尼599 NO.67,车尔尼,CEN599_NO_67
24069,明天会更好,罗大佑,MTHGH
24070,铃儿响叮当,皮尔彭特,LEXDD
24071,走进新时代,张也,ZJXSD
24072,亚马逊之魂- Amazonic,马克西姆-Maksim·Mrvica,YMXZH__Amazonic
24073,约翰.汤普森现代钢琴教程2（大汤2）_20飞行员,约翰.汤普森,YH_TPSXDGQJC2_DT2__20FXY
24074,练习曲Op.72 No.5,莫什科夫斯基-Moszkowski,LXQOp_72_No_5
24075,月光石,RURUTIA,YGS
24076,阳光照耀着塔什库尔干(钢琴+小提琴),陈钢,YGZYZTSKEG_GQ_XTQ_
24077,莎莉花园（班得瑞）,班得瑞,SLHY_BDR_
24078,毛主席的话儿记心上,邓玉华,MZXDHEJXS
24079,拾忆（经典总谱）,张翰,SY_JDZP_
24080,别再为他流泪（感人钢琴版）,梁静茹,BZWTLL_GRGQB_
24081,《四季》之十一月 - 在马车上 Troika,柴科夫斯基-Peter Ilyich Tchaikovsky,SJ_ZSYY___ZMCS_Troika
24082,记事本（钢琴版，周传雄）,周传雄,JSB_GQB_ZCX_
24083,夜空中最亮的星（协奏版）,逃跑计划,YKZZLDX_XZB_
